ccode,country name,1500,1501,1502,1503,1504,1505,1506,1507,1508,1509,1510,1511,1512,1513,1514,1515,1516,1517,1518,1519,1520,1521,1522,1523,1524,1525,1526,1527,1528,1529,1530,1531,1532,1533,1534,1535,1536,1537,1538,1539,1540,1541,1542,1543,1544,1545,1546,1547,1548,1549,1550,1551,1552,1553,1554,1555,1556,1557,1558,1559,1560,1561,1562,1563,1564,1565,1566,1567,1568,1569,1570,1571,1572,1573,1574,1575,1576,1577,1578,1579,1580,1581,1582,1583,1584,1585,1586,1587,1588,1589,1590,1591,1592,1593,1594,1595,1596,1597,1598,1599,1600,1601,1602,1603,1604,1605,1606,1607,1608,1609,1610,1611,1612,1613,1614,1615,1616,1617,1618,1619,1620,1621,1622,1623,1624,1625,1626,1627,1628,1629,1630,1631,1632,1633,1634,1635,1636,1637,1638,1639,1640,1641,1642,1643,1644,1645,1646,1647,1648,1649,1650,1651,1652,1653,1654,1655,1656,1657,1658,1659,1660,1661,1662,1663,1664,1665,1666,1667,1668,1669,1670,1671,1672,1673,1674,1675,1676,1677,1678,1679,1680,1681,1682,1683,1684,1685,1686,1687,1688,1689,1690,1691,1692,1693,1694,1695,1696,1697,1698,1699,1700,1701,1702,1703,1704,1705,1706,1707,1708,1709,1710,1711,1712,1713,1714,1715,1716,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
300,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.86491,112.44583,110.95305,530.90659,524.99321,526.63851,529.66973,530.61505,135.34553,133.59396,131.62439,127.88747,126.145621,141.157289,132.219049,131.380726,188.561096,313.679306,218.943152,,230.354469,,245.333041,189.13455,162.180506,151.155869,264.280555,155.103814,128.76691,160.3269,142.37462,174.584261,226.83843,230.52937,250.480238,294.871154,224.771046,325.81929,288.83965,429.248221,535.10353,528.21014,488.466064,419.80792,,,,,468.69711,,,,,459.149287,396.648873,,,,395.31233,403.17117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.43318,342.09665,335.53701,313.34123,1053.29623,1437.10089,1386.57064,,149.93351,,,633.76283,,,,,320.062533,283.329899,529.872774,,351.255209,318.356608,629.163732,521.35962,565.559876,522.30945,472.698444,473.034374,445.68398,516.36983,518.51523,490.084222,468.90102,506.72322,624.031042,701.648658,727.125612,768.77002,816.85787,884.242103,850.6021,897.47313,852.477147,863.96178,822.453791,825.36744,792.27553,976.837945,881.702794,927.23217,858.49649,825.56859,830.066747,802.361925,784.679824,824.83918,887.79062,980.149357,904.63423,894.81857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2851.23967,,,,,,,,,,3931.774616,3585.066344,2838.566659,2549.061151,2542.652511,2277.846676,,3312.942887,3673.616913,3859.233724,3053.56534,3409.63081,3180.392523,2765.78194,,3432.35147,3256.47973,3176.02529,3413.74941,3365.85847,3302.23807,2950.138773,2948.273802,2509.841593,2828.29596,3646.27048,3316.177038,3610.98714,,,,,,,,,,5031.14323,4978.290013,4945.676687,5947.730637,6136.330895,6366.50039,5079.03701,5370.666166,5689.14539,5676.57993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.70747,63.81282,62.92606,48.44881,47.84274,47.28741,46.74482,46.20316,,,,,,52.281337,47.610959,45.534946,43.522427,37.642487,47.223919,,,41.705742,28.119718,24.74885,20.195946,24.418502,39.301724,27.696203,26.99794,24.49091,20.98221,22.032819,25.9603,26.14603,24.574007,26.763668,24.248276,19.64081,20.93575,25.487097,20.32334,19.95679,16.697289,19.36377,16.708092,15.04096,,13.469553,15.443709,16.26848,18.99112,17.898137,14.417275,16.611442,16.911789,18.15462,14.42805,12.716717,12.68616,12.73468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.31661,10.24989,10.14194,10.018,9.861916,13.642164,8.248508,9.158798,21.887854,13.174546,14.690321,,7.121061,9.149124,10.15813,11.60892,8.902745,7.940133,,,,,,,,,11.889798,13.902875,9.407496,14.93348,16.66683,19.856437,16.47423,18.67289,16.672079,15.74345,12.186638,35.66064,36.45494,32.71576,,14.85054,12.07128,9.749152,7.924973,8.465152,9.731334,34.01011,,,,20.3999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0836464,0,1.078821,0,0,0,0,1.0668513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01122,0,0,0,0,1,0.9934721,2.9609607,0.980544,0,4.8389203,3.845866,0.9551902,2.8468645,0,0,0,1.8488357,0,0.9123883,2.719297,0,0.8946368,0.8887968,0.8829948,3.5089231,3.4860173,3.4632611,2.58049,4.2727416,6.7917596,3.373712,2.5137666,1.6649047,2.4810547,2.4648587,6.5300493,8.1092776,8.8619755,10.4048759,3.9757516,0.7899597,10.2024384,7.7967987,6.1967218,6.9258043,23.6998225,11.3927968,16.6003584,17.9912658,11.1711383,13.3178576,5.8804091,9.4932868,12.3332593,3.6037499,2.148135,4.268225,2.120181,11.23382,18.13579,9.0087,1.376907,2.735837,4.076966,15.52635,42.92173,28.64979,22.50544,15.12489,17.6394,23.36567,19.989094,3.203001,10.819114,15.17434,5.65323,19.345126,15.499068,8.622819,12.849796,9.11851,11.47472,18.599691,28.611522,15.98892,28.82751,16.365332,22.64577,12.114276,44.702157,12.526,16.40375,21.916215,46.896014,44.92596,35.816355,24.634074,10.33316,15.668705,36.500576,11.731922,25.429828,22.63218,18.301286,28.5714286,47.275217,56.4215637,103.577589,41.28127523,45.262577,22.8731376,49.10260056,40.000005,50.4012111,77.346688,75.5881848,59.269308,74.863655,92.344221,65.309676,81.6270041,46.632902,39.2946072,54.501853,52.6585071,79.7869277,65.4290859,61.4852431,102.0337677,157.529992,104.536481,124.7064523,95.008218,91.706748,118.0790679,92.329003,69.322951,88.8909927,50.245381,79.522965,63.56229,64.958954,51.19884,56.763186,64.218491,54.876589,51.980049,53.37033,50.217729,72.282767,62.3663801,74.15471,82.290458,123.4723403,103.4392144,74.875761,85.278943,92.5293828,94.7045148,84.540534,80.800816,63.438369,74.08621,65.35471,89.262572,79.734846,67.226739,68.070371,71.995608,71.472973,75.00769,86.980117,78.352712,70.147051,82.004281,63.357814,65.52119,64.107934,57.839552,75.136292,59.549721,60.029696,53.375574,63.357822,62.890063,56.828285,58.768708,63.398648,68.338238,76.461054,74.003018,87.722,85.97515,78.928184,134.48312,99.433384,105.997204,97.482704,77.92743,99.636738,82.101958,78.86242,134.727119,123.004582,136.554974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.369675,55.011478,52.714973,50.471588,57.679695,65.718482,101.504287,,66.707896,67.683153,98.837829,81.21469,91.189724,76.678445,85.964912,59.357542,70.23644,106.44938,80.34206,117.424893,159.62538,208.46751,183.326058,183.838117,159.76832,217.01556,209.2972,196.108805,152.81641,190.7061,184.965263,,207.643608,202.87356,191.78082,226.409748,756.779661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.126185,,,,,685.089208,,608.413594,,,731.7318,1142.05814,,415.928784,415.499326,560.85989,556.96005,,683.65838,723.45158,713.63771,630.313999,691.561369,671.48077,567.90497,568.53381,,633.31005,,656.086799,641.34243,523.499883,490.35603,,,544.184915,,,,,,,479.00834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Italy,65.3,33.822745,49.355747,41.217726,30.0584644,33.643013,34.1571561,32.640724,33.356412,30.036072,31.9606411,28.061306,30.579667,34.877139,38.5536963,42.407195,45.2504332,46.697872,44.6001258,45.256784,44.151111,52.791496,41.95753,35.639817,37.6628984,36.9778656,35.91234,22.5967294,20.0499993,23.03944,24.3028944,25.3696404,26.0525407,36.5202894,32.8497457,40.992043,37.8889848,33.872699,39.9005018,37.9363237,42.0724412,32.7524921,45.3192575,49.0322824,60.203639,66.0354145,57.1402743,59.8716524,66.7354292,71.9409567,95.5883379,82.4404038,81.3140347,65.9684168,74.2912488,73.7260852,76.1605987,63.6380197,72.572137,76.560571,97.258314,74.387128,106.410351,92.6278913,97.0167822,96.912335,87.3839384,78.421584,78.70936,78.3153358,96.726056,80.5725735,92.807257,73.9000105,98.978482,99.698614,77.766608,50.31302,64.740493,62.079551,91.207799,96.69388,90.852767,96.143949,112.797994,118.644334,132.872243,118.130944,124.070478,102.054622,98.883885,100.1977968,84.16193,77.259244,75.140934,72.71858,89.81359,77.3240066,76.321823,80.4711298,96.7257855,71.8391731,80.3854339,68.2525381,60.9407537,69.019561,111.6043533,83.6192822,72.4231724,68.3772725,68.6829332,57.9565954,64.4777091,66.6478682,62.9146032,72.8512067,68.8073927,69.8894073,63.5169478,64.1333362,69.0973291,76.5447902,71.4157527,64.735083,61.7808949,68.1401541,67.6694348,63.7845286,67.1937521,71.3783158,70.1317003,45.6132201,51.5049481,48.5537386,49.3256625,48.7015657,52.8853183,62.3410719,63.5769278,53.9588137,63.1022764,55.8111006,65.4181119,58.7478846,62.6183841,60.7538811,55.7902014,65.3936152,61.9798265,51.1295268,67.3929642,57.008628,56.229842,61.027268,58.07998,57.61102,70.92439,61.318676,60.539915,66.728258,68.27136,62.84829,59.90263,58.04084,76.29864,69.01956,74.89454,78.602431,78.751261,80.911246,81.52396,77.496103,80.274381,80.423028,69.900934,81.648072,71.127462,82.56352,64.005126,82.705743,95.22041,87.02123,80.832494,66.144773,65.830754,75.251586,78.79966,73.84984,82.186547,62.716614,65.64671,71.356491,88.030634,96.0543,80.296618,96.348725,96.032721,94.327327,97.87078,80.729627,81.9583571,81.104472,64.7563107,41.005291,42.25910941,37.2685175,35.491745,43.55514311,42.523747,40.8965606,40.477819,44.8445902,46.055632,46.516183,43.120936,40.483795,48.7634146,50.5312475,46.1368132,46.440792,47.6163077,44.8644042,46.7607437,51.6770098,50.8071129,45.923529,52.372321,55.6443155,65.72546,58.158203,59.6863518,56.692303,54.699469,60.1487022,61.092215,53.944958,56.01191,68.044388,71.439239,70.40486,82.976315,79.995492,67.060937,65.231761,71.016741,74.601251,68.579401,71.072135,75.428803,77.7521655,88.2009541,87.091611,74.726962,77.6316376,90.3818774,78.919498,77.334401,79.794819,88.85216,68.89185,81.656935,84.833713,83.510945,79.13799,72.128176,75.922599,78.176226,84.433635,83.509378,100.431163,100.325041,87.45884,88.137438,86.842059,79.058455,92.947233,85.559913,95.808777,98.854105,86.101486,94.917062,102.473561,104.852038,101.98835,111.329492,109.639425,101.02886,104.65205,104.74896,120.186901,103.894425,108.028625,118.22772,104.057945,99.008321,82.272386,100.577912,98.075814,73.071848,74.496638,83.065485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.79261,238.39794,238.57289,220.96931,229.84754,201.35988,158.77548,50.07728,91.52326,123.65227,125.3258,169.05629,224.958809,189.02452,211.628496,203.058784,187.084263,189.610551,133.53073,115.55365,142.104835,147.48565,154.198106,161.58143,146.487158,173.022154,171.587728,,199.76109,202.42072,155.97973,167.363069,158.29848,160.5446,153.373268,154.160086,148.220218,170.9875,165.31738,169.470776,180.45195,189.88216,198.021172,213.08652,238.166499,228.63456,242.23854,252.429747,274.011406,287.25364,301.58804,345.824209,399.153795,441.782253,489.026276,516.37162,527.99786,571.411482,601.83819,614.22038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,0.5882353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5172414,5.517241,5.517241,5.5172414,5.517241,,,,,,,,,,,,,,,,,,,8.2758621,8.275862,8.275862,8.2758621,8.2758621,10.460251,10.460251,10.460251,10.46025,10.46025,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.46025,10.46025,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.460251,10.46025,10.46025,10.46025,10.46025,10.46025,10.46025,10.46025,10.46025,10.46025,10.46025,10.46025,10.46025,10.46025,10.46025,10.46025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.15688,,,,,,,,,,,,,155.229402,182.424824,200.164182,231.509466,223.505691,241.08429,,276.301536,270.411647,258.873408,251.6908,255.131239,229.673343,236.510083,245.83377,244.76517,305.14987,297.81222,304.882259,300.55684,299.47777,293.670235,289.901116,329.85058,293.9118,310.02092,319.805372,359.21763,382.6637,383.05147,390.35229,358.841349,362.81296,371.03227,,376.218378,367.81049,297.69519,,,,,285.49995,,,,447.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.230739,,,24.38179,129.0777,111.389263,154.10642,75.85037,46.908354,65.073865,58.533392,75.96716,231.84097,209.664126,,,,,,,,,,,,,,,182.612784,204.27113,125.49451,,110.67439,117.10691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22476,42.64739,55.66608,61.10453,50.73361,58.77694,80.30555,88.57031,88.19491,77.40128,78.19527,78.56654,80.26252,70.21038,75.93781,102.33011,123.90709,99.22458,40.36954,32.88835,32.11112,30.24627,30.77737,50.26614,80.30526,98.075399,115.938045,105.984332,99.390824,108.940173,154.19105,148.428978,172.45492,137.087699,185.488959,188.73861,142.25586,144.838795,139.869915,134.109572,122.393366,138.71087,140.23252,149.93916,152.064676,153.95203,154.27604,157.301629,142.744327,120.544138,147.51413,143.67375,134.363913,150.12285,148.18493,146.652585,146.19104,155.188334,152.84118,143.59802,148.429852,160.422568,155.3356,157.29988,142.533213,118.850023,122.503543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2922,7.814961,,19.26867,12.67281,15.89558,16.805304,17.72604,14.58143,,2.739775,17.945764,,13.62275,13.116929,,,,14.20651,12.244495,,12.80794,12.493298,47.213044,45.56306,,,,14.900783,9.908202,,,11.340215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
